temp_mean,temp_std,temp_rate_of_change,vibration_rms,vibration_peak,vibration_kurtosis,label
3.997308302816643,0.09635604524944529,0.6055747160690464,0.4390991239922014,0.47790868857561386,-0.08807878910571709,0
4.043847571984968,0.06905420762353172,-0.10624225954975769,0.42417689522820395,0.47790868857561386,-0.9610275558657593,0
4.050868057704803,0.06409307164518836,0.3881528039707221,0.43230853632903876,0.48764624676614493,-1.3210448655299998,0
4.026108524411986,0.07885422027277503,-0.41025770517893667,0.4380689544382231,0.48764624676614493,-0.7184433939146397,0
4.018307232995201,0.0828542655513679,-0.21009788274475213,0.452461456190988,0.48764624676614493,-0.9961343707930532,0
3.9779116936832013,0.09022621237272488,-0.17207871757067272,0.4505398512359306,0.4904417404445042,-0.39528339285130754,0
3.974926836276554,0.08760012237942527,0.1931736381396268,0.456688659659669,0.4912934644376732,-1.561783238632428,0
3.9186279110190787,0.12303027542217951,-0.12403366125535562,0.4582375625058672,0.4912934644376732,-0.9272187970658394,0
3.9176248108513296,0.11516400258206297,-0.24967571770114871,0.45468083373040324,0.4912934644376732,-0.6688600651281389,0
3.9150599053189468,0.11800601409641831,-0.11336492483040782,0.4479666212521108,0.47992708337724543,-0.07271895727132094,0
3.988783338421874,0.10282223945013272,-0.13651591381111922,0.45848135303894294,0.481499433184046,-0.6165792781781008,0
3.9916226401483184,0.15368077623142595,0.872755364119912,0.4599417034614355,0.481499433184046,-1.03564080529735,0
3.998417951025796,0.17160302335092445,-0.028371385984675934,0.4676644164784636,0.4989219569021964,-0.775139484386318,0
3.963617789515579,0.16735405410154636,0.3705820615238393,0.46491285590779763,0.4989219569021964,-0.578133360438998,0
3.9777236585170335,0.12523379751979485,-0.5845972194720536,0.4571713504970517,0.4989219569021964,-1.0359206523589526,0
3.9800003637797734,0.10478368811346447,0.41267459212525986,0.44776810151785307,0.47359608454112107,-1.5741069663610867,0
4.026350550135892,0.10281224379003033,0.41673631530681193,0.4441217551044025,0.47535127954384715,-1.7332037346216238,0
4.034065817419546,0.10729396203417751,0.054483691905778835,0.439786535015303,0.47535127954384715,-1.44313421641522,0
4.021074669038567,0.126893680551358,-0.5227423778640202,0.42889318641552815,0.47535127954384715,1.413452515265016,0
3.986640626045001,0.12287653727828099,0.024673683460940444,0.4171807714817663,0.44086102392087256,-0.7595660629107273,0
4.002248452608104,0.13417341519540535,0.07552097538977985,0.42538799931037996,0.479350966290761,1.043078073954204,0
